company_name,updated_time,company_profile,cgpa,courses,dept_eligible,ctc_btech,base_btech,ctc_idd,base_idd,location,currency,profile,company_profile_list,dept_eligible_list,courses_list,location_list,date_parts,month,date,year,ctc_range,ctc_btech_range,base_btech_range
Squarepoint Capital,"Dec. 3, 2024, 3:46 a.m.","Infrastructure Engineer, Graduate Software Developer, Desk Quant Analyst",7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",6613882.0,4100000.0,6613882.0,4100000.0,,INR,Software/Quant Developer,"['infrastructure engineer', 'graduate software developer', 'desk quant analyst']","['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",[],"['Dec', '3', '2024']",Dec,3,2024,> 40 LPA,> 40 LPA,> 40 LPA
Texas Instruments,"Dec. 3, 2024, 3:46 a.m.",Analog Engineer,6.0,"btech, idd","ece, eee, phy",3852835.0,1925000.0,4137965.0,2075000.0,Bangalore,INR,Core_Engineering,['analog engineer'],"['ece', 'eee', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,10-20 LPA
Texas Instruments,"Dec. 3, 2024, 3:46 a.m.",Embedded Software Engineer,6.0,"btech, idd","cse, ece, eee, phy",3852835.0,1925000.0,4137965.0,2075000.0,Bangalore,INR,Software/Quant Developer,['embedded software engineer'],"['cse', 'ece', 'eee', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,10-20 LPA
Texas Instruments,"Dec. 3, 2024, 3:46 a.m.",Digital Engineer,6.0,"btech, idd","ece, eee, phy",3852835.0,1925000.0,4137965.0,2075000.0,Bangalore,INR,Core_Engineering,['digital engineer'],"['ece', 'eee', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,10-20 LPA
Thoughtspot,"Dec. 3, 2024, 3:46 a.m.",Member of Technical Staff,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",2464730.0,2464730.0,2464730.0,2464730.0,Bangalore,INR,Software/Quant Developer,['member of technical staff'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,20-30 LPA
Trilogy Innovations (Codenation),"Dec. 3, 2024, 3:46 a.m.",Software Development Engineer,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, hss, mat, mec, met, min, mst, phe, phy",3250000.0,3000000.0,3250000.0,3000000.0,Remote,INR,Software/Quant Developer,['software development engineer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'hss', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Remote'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,30-40 LPA
Typeface,"Dec. 3, 2024, 3:46 a.m.","Software Engineer, Machine Learning Engineer",7.5,"btech, idd","cse, ece, eee, mat",3745000.0,2200000.0,3745000.0,2200000.0,"Hyderabad, Delhi",INR,Software/Quant Developer,"['software engineer', 'machine learning engineer']","['cse', 'ece', 'eee', 'mat']","['btech', 'idd']","['Hyderabad', 'Delhi']","['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,20-30 LPA
Vguard Industries Ltd.,"Dec. 3, 2024, 3:46 a.m.","New Product Development, R&D",7.0,"btech, idd","ece, eee, mec",1800000.0,1620360.0,,,Kochi,INR,Supply_chain/R&D,"['new product development', 'r&d']","['ece', 'eee', 'mec']","['btech', 'idd']",['Kochi'],"['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,10-20 LPA
Vmock,"Dec. 3, 2024, 3:46 a.m.",Product Analyst,6.5,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1600000.0,1600000.0,1600000.0,1600000.0,Gurugram,INR,Business/Product Analyst,['product analyst'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Gurugram'],"['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,10-20 LPA
Wells Fargo,"Dec. 3, 2024, 3:46 a.m.",Program Analyst,7.5,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",3500000.0,2400000.0,3500000.0,2400000.0,"Chennai, Hyderabad, Bangalore",INR,Business/Product Analyst,['program analyst'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Chennai', 'Hyderabad', 'Bangalore']","['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,20-30 LPA
Winzo Games,"Dec. 3, 2024, 3:46 a.m.",Software Developer,7.5,"btech, idd",cse,3000000.0,2550000.0,3000000.0,2550000.0,New Delhi,INR,Software/Quant Developer,['software developer'],['cse'],"['btech', 'idd']",['New Delhi'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,20-30 LPA
Zomato,"Dec. 3, 2024, 3:46 a.m.",Product Analyst,7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",4400000.0,1800000.0,4400000.0,1800000.0,Gurugram,INR,Business/Product Analyst,['product analyst'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Gurugram'],"['Dec', '3', '2024']",Dec,3,2024,> 40 LPA,> 40 LPA,10-20 LPA
Zomato,"Dec. 3, 2024, 3:46 a.m.",Software Development Engineer,7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",2900000.0,2400000.0,2900000.0,2400000.0,Gurugram,INR,Software/Quant Developer,['software development engineer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Gurugram'],"['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,20-30 LPA
Quriousbit Games Private Limited,"Dec. 3, 2024, 4:54 p.m.",Associate Business Analyst,7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1000000.0,800000.0,1000000.0,800000.0,Bangalore,INR,Business/Product Analyst,['associate business analyst'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,< 10 LPA
Isgec,"Dec. 3, 2024, 11:02 p.m.",GET,0.0,btech,"che, mec",1150000.0,797208.0,,,Noida,INR,Core_Engineering,['get'],"['che', 'mec']",['btech'],['Noida'],"['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,< 10 LPA
Larsen & Toubro Construction,"Dec. 4, 2024, 10:20 a.m.","Management Trainee, Post Graduate Engineer Trainee",6.5,"btech, idd","[['btech', 'apd', 'cer', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min', 'mst'], ['idd', 'apd', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min', 'mst']]",750000.0,700000.0,750000.0,700000.0,PAN INDIA,INR,Core_Engineering,"['management trainee', 'post graduate engineer trainee']","[""[['btech'"", ""'apd'"", ""'cer'"", ""'che'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec'"", ""'met'"", ""'min'"", ""'mst']"", ""['idd'"", ""'apd'"", ""'che'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec'"", ""'met'"", ""'min'"", ""'mst']]""]","['btech', 'idd']",['PAN INDIA'],"['Dec', '4', '2024']",Dec,4,2024,< 10 LPA,< 10 LPA,< 10 LPA
Quantiphi,"Dec. 4, 2024, 11:54 a.m.","ML Engineer, Business Analyst, Framework Engineer",7.0,"btech, idd","[['btech', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy'], ['idd', 'apd']]",850000.0,650000.0,850000.0,650000.0,"Mumbai, Bangalore",INR,Data Science/AI,"['ml engineer', 'business analyst', 'framework engineer']","[""[['btech'"", ""'bce'"", ""'bme'"", ""'cer'"", ""'che'"", ""'chy'"", ""'civ'"", ""'cse'"", ""'dse'"", ""'ece'"", ""'eee'"", ""'mat'"", ""'mec'"", ""'met'"", ""'min'"", ""'mst'"", ""'phe'"", ""'phy']"", ""['idd'"", ""'apd']]""]","['btech', 'idd']","['Mumbai', 'Bangalore']","['Dec', '4', '2024']",Dec,4,2024,< 10 LPA,< 10 LPA,< 10 LPA
Delta Electronics India Pvt. Ltd,"Dec. 4, 2024, 12:26 p.m.",Enginner,7.0,"btech, idd","cse, ece, eee, mec",1061000.0,915971.0,1061000.0,915971.0,Bangalore,INR,Other,['enginner'],"['cse', 'ece', 'eee', 'mec']","['btech', 'idd']",['Bangalore'],"['Dec', '4', '2024']",Dec,4,2024,10-20 LPA,10-20 LPA,< 10 LPA
Beghou Consulting,"Dec. 4, 2024, 4:14 p.m.",Associate,7.0,"btech, idd","[['btech', 'cer', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min', 'phe'], ['idd', 'apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']]",1000000.0,800000.0,1000000.0,800000.0,Pune,INR,Other,['associate'],"[""[['btech'"", ""'cer'"", ""'che'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec'"", ""'met'"", ""'min'"", ""'phe']"", ""['idd'"", ""'apd'"", ""'bce'"", ""'bme'"", ""'cer'"", ""'che'"", ""'chy'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mat'"", ""'mec'"", ""'met'"", ""'min'"", ""'mst'"", ""'phe'"", ""'phy']]""]","['btech', 'idd']",['Pune'],"['Dec', '4', '2024']",Dec,4,2024,10-20 LPA,10-20 LPA,< 10 LPA
Tredence,"Dec. 4, 2024, 4:48 p.m.","Data Science, Data Engineering",0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, hss, mat, mec, met, min, mst, phe, phy",1200000.0,800000.0,,,,INR,Data Science/AI,"['data science', 'data engineering']","['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'hss', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",[],"['Dec', '4', '2024']",Dec,4,2024,10-20 LPA,10-20 LPA,< 10 LPA
Spectrum,"Dec. 4, 2024, 8:50 p.m.",Trainee Design Engineer - Transportation,0.0,idd,civ,,,800000.0,800000.0,"Vashi, Navi Mumbai",INR,Core_Engineering,['trainee design engineer - transportation'],['civ'],['idd'],"['Vashi', 'Navi Mumbai']","['Dec', '4', '2024']",Dec,4,2024,,,
Spectrum,"Dec. 4, 2024, 8:54 p.m.",Trainee Design Engineer - Structures,0.0,idd,civ,,,800000.0,800000.0,"Vashi, Navi Mumbai",INR,Core_Engineering,['trainee design engineer - structures'],['civ'],['idd'],"['Vashi', 'Navi Mumbai']","['Dec', '4', '2024']",Dec,4,2024,,,
Maq Software,"Dec. 5, 2024, 12:55 a.m.",Software Engineer 1,6.0,"btech, idd",cse,1300000.0,736112.0,1300000.0,736112.0,"Noida, Mumbai, Hyderabad",INR,Software/Quant Developer,['software engineer 1'],['cse'],"['btech', 'idd']","['Noida', 'Mumbai', 'Hyderabad']","['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,< 10 LPA
Xion Multiventures,"Dec. 5, 2024, 1:05 p.m.",Trainee Trader and Research,6.5,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1620000.0,960000.0,1620000.0,960000.0,Gurugram,INR,Core_Engineering,['trainee trader and research'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Gurugram'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,< 10 LPA
Acxiom Consulting,"Dec. 5, 2024, 1:10 p.m.",Trainee Technical Consultant,7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, hss, mat, mec, met, min, mst, phe, phy",,,,,"Noida, India",See,Business/Product Analyst,['trainee technical consultant'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'hss', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Noida', 'India']","['Dec', '5', '2024']",Dec,5,2024,,,
Antier Solutions Pvt Ltd.,"Dec. 5, 2024, 1:29 p.m.",Associate Software Engineer,6.5,"btech, idd","[['btech', 'cse', 'ece', 'eee', 'mec'], ['idd', 'cse', 'eee', 'mec']]",1100000.0,880000.0,1100000.0,880000.0,Mohali,INR,Software/Quant Developer,['associate software engineer'],"[""[['btech'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec']"", ""['idd'"", ""'cse'"", ""'eee'"", ""'mec']]""]","['btech', 'idd']",['Mohali'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,< 10 LPA
Tata Steel,"Dec. 5, 2024, 1:33 p.m.",Management Trainee,0.0,btech,"che, min",1217520.0,1125320.0,,,,INR,Core_Engineering,['management trainee'],"['che', 'min']",['btech'],[],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Amdocs,"Dec. 5, 2024, 4:11 p.m.",SDE,6.0,"btech, idd","cse, ece, eee, mat",1200000.0,1200000.0,1200000.0,1200000.0,"Pune, GGN",INR,Software/Quant Developer,['sde'],"['cse', 'ece', 'eee', 'mat']","['btech', 'idd']","['Pune', 'GGN']","['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Anakin Skywalker Pvt Ltd,"Dec. 5, 2024, 4:11 p.m.",Software Engineer,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1200000.0,1200000.0,1200000.0,1200000.0,Bangalore,INR,Software/Quant Developer,['software engineer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Barco,"Dec. 5, 2024, 4:11 p.m.",Software Development Engineer,0.0,btech,cse,1800000.0,1294267.0,,,Noida,INR,Software/Quant Developer,['software development engineer'],['cse'],['btech'],['Noida'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Blackngreen,"Dec. 5, 2024, 4:11 p.m.",Inovation Engineer,0.0,btech,cse,1600000.0,1200000.0,,,Gurgaon,INR,Other,['inovation engineer'],['cse'],['btech'],['Gurgaon'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Chella Software,"Dec. 5, 2024, 4:11 p.m.",Software Engineer,0.0,"btech, idd","bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1100000.0,1100000.0,1100000.0,1100000.0,Madurai,INR,Software/Quant Developer,['software engineer'],"['bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Madurai'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Decimal Point Analytics,"Dec. 5, 2024, 4:11 p.m.",Data Scientist,8.0,"btech, idd","che, civ, cse, ece, eee, mec",1320000.0,1188000.0,1320000.0,1188000.0,"Mumbai, Nashik, Gandhinagar",INR,Data Science/AI,['data scientist'],"['che', 'civ', 'cse', 'ece', 'eee', 'mec']","['btech', 'idd']","['Mumbai', 'Nashik', 'Gandhinagar']","['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Eleation,"Dec. 5, 2024, 4:11 p.m.",CAE Project Engineer,0.0,"btech, idd","civ, mec",1650000.0,1260000.0,1650000.0,1260000.0,,INR,Other,['cae project engineer'],"['civ', 'mec']","['btech', 'idd']",[],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Fico,"Dec. 5, 2024, 4:11 p.m.","Solution Engineering-Associate, Software Engineering-Associate, Analytic Science-Associate",5.5,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",1233750.0,1175000.0,1233750.0,1175000.0,Bangalore,INR,Software/Quant Developer,"['solution engineering-associate', 'software engineering-associate', 'analytic science-associate']","['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Fluence Energy.,"Dec. 5, 2024, 4:11 p.m.",,0.0,"btech, idd","[['btech', 'cse', 'ece', 'eee', 'mec'], ['idd', 'cse', 'eee', 'mat', 'mec']]",1160000.0,1160000.0,,,Bangalore,INR,Other,[],"[""[['btech'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec']"", ""['idd'"", ""'cse'"", ""'eee'"", ""'mat'"", ""'mec']]""]","['btech', 'idd']",['Bangalore'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Fpl Technologies,"Dec. 5, 2024, 4:11 p.m.",Software Engineer,7.0,"btech, idd","che, civ, cse, ece, eee, mat, mec, met, min, mst, phy",2000000.0,1300000.0,2000000.0,1300000.0,"Pune, Maharashtra",INR,Software/Quant Developer,['software engineer'],"['che', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phy']","['btech', 'idd']","['Pune', 'Maharashtra']","['Dec', '5', '2024']",Dec,5,2024,20-30 LPA,20-30 LPA,10-20 LPA
Genpact,"Dec. 5, 2024, 4:11 p.m.",Business Analyst,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1750000.0,1500000.0,1750000.0,1500000.0,Pan India,INR,Business/Product Analyst,['business analyst'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Pan India'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Icici,"Dec. 5, 2024, 4:11 p.m.",Manager 1,0.0,btech,"cer, che, civ, cse, ece, eee, mec, met, min, phe",1650990.0,1050990.0,,,,INR,Other,['manager 1'],"['cer', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min', 'phe']",['btech'],[],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Impactsure,"Dec. 5, 2024, 4:11 p.m.",Data Science Associate,6.0,"btech, idd","cse, dse, ece, mat, phy",1600000.0,1600000.0,1600000.0,1600000.0,Mumbai,INR,Data Science/AI,['data science associate'],"['cse', 'dse', 'ece', 'mat', 'phy']","['btech', 'idd']",['Mumbai'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Jk Tech,"Dec. 5, 2024, 4:11 p.m.",Associate Consultant,7.5,btech,cse,1500000.0,1300000.0,,,"Kolkata, Bangalore",INR,Business/Product Analyst,['associate consultant'],['cse'],['btech'],"['Kolkata', 'Bangalore']","['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Kpit Technologies,"Dec. 5, 2024, 4:11 p.m.",Senior Software Engineer,0.0,"btech, idd","che, cse, ece, eee, mat, mec, met, mst, phy",1500000.0,1449600.0,,,"Pune, Bangalore, Kochi",INR,Software/Quant Developer,['senior software engineer'],"['che', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'mst', 'phy']","['btech', 'idd']","['Pune', 'Bangalore', 'Kochi']","['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Nucleus Software,"Dec. 5, 2024, 4:11 p.m.",Software Engineer,6.0,"btech, idd","[['btech', 'apd', 'cer', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min', 'phe'], ['idd', 'apd']]",1300000.0,1159600.0,,,Noida,INR,Software/Quant Developer,['software engineer'],"[""[['btech'"", ""'apd'"", ""'cer'"", ""'che'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec'"", ""'met'"", ""'min'"", ""'phe']"", ""['idd'"", ""'apd']]""]","['btech', 'idd']",['Noida'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Quantum Street Ai,"Dec. 5, 2024, 4:11 p.m.",Associate Software Engineer,0.0,"btech, idd","cse, ece, eee, mat",2376000.0,1500000.0,2376000.0,1500000.0,Bangalore,INR,Software/Quant Developer,['associate software engineer'],"['cse', 'ece', 'eee', 'mat']","['btech', 'idd']",['Bangalore'],"['Dec', '5', '2024']",Dec,5,2024,20-30 LPA,20-30 LPA,10-20 LPA
Reliance Industries New Energy,"Dec. 5, 2024, 4:11 p.m.",Team Member - Electronics/Control&Instrumentation,6.0,idd,"apd, cer, che, civ, cse, dse, ece, eee, mec, met, min, mst",,,1500000.0,1300000.0,"Mumbai, Jamnagar, Bangalore",INR,Other,['team member - electronics/control&instrumentation'],"['apd', 'cer', 'che', 'civ', 'cse', 'dse', 'ece', 'eee', 'mec', 'met', 'min', 'mst']",['idd'],"['Mumbai', 'Jamnagar', 'Bangalore']","['Dec', '5', '2024']",Dec,5,2024,,,
Searce,"Dec. 5, 2024, 4:11 p.m.","Client Solutions Consultant, Software Engineer, Data Engineer, Cloud Engineer, ML Engineer, Cloud Reliability Engineer, Work Modernization Engineer, Analyst - Business Operations, Strategy and Operations Consultant, Analyst - Finance & Accounts, Business Solutions Analyst, UI/UX Designer",6.0,"btech, idd","civ, cse, ece, eee, mat, mec, phy",,,,,"Pune, Mumbai, Bangalore, Hyderabad, Noida, Gurugram, Ahmedabad, Rajkot, Coimbatore",NAN,Software/Quant Developer,"['client solutions consultant', 'software engineer', 'data engineer', 'cloud engineer', 'ml engineer', 'cloud reliability engineer', 'work modernization engineer', 'analyst - business operations', 'strategy and operations consultant', 'analyst - finance & accounts', 'business solutions analyst', 'ui/ux designer']","['civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'phy']","['btech', 'idd']","['Pune', 'Mumbai', 'Bangalore', 'Hyderabad', 'Noida', 'Gurugram', 'Ahmedabad', 'Rajkot', 'Coimbatore']","['Dec', '5', '2024']",Dec,5,2024,,,
Signalchip,"Dec. 5, 2024, 4:11 p.m.",Design Engineer,7.0,btech,"cse, ece, eee",1400000.0,1100000.0,,,Bengaluru,INR,Other,['design engineer'],"['cse', 'ece', 'eee']",['btech'],['Bengaluru'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Sonalika Tractor,"Dec. 5, 2024, 4:11 p.m.",Assistant Manager,0.0,btech,mec,1100000.0,1050996.0,,,Hoshiarpur,INR,Other,['assistant manager'],['mec'],['btech'],['Hoshiarpur'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Tescra,"Dec. 5, 2024, 4:11 p.m.",Software Engineer,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",1500000.0,1200000.0,1500000.0,1200000.0,"Remote, Bangalore",INR,Software/Quant Developer,['software engineer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Remote', 'Bangalore']","['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Wcb Robotics,"Dec. 5, 2024, 4:11 p.m.",Associate Dessign Engineer- Robotics,6.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1280000.0,1280000.0,1280000.0,1280000.0,Hyderabad,INR,Other,['associate dessign engineer- robotics'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Hyderabad'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Wcb Robotics,"Dec. 5, 2024, 4:11 p.m.",Associate Dessign Engineer- Mechanical,6.0,"btech, idd","mec, met",1280000.0,1280000.0,1280000.0,1280000.0,Hyderabad,INR,Other,['associate dessign engineer- mechanical'],"['mec', 'met']","['btech', 'idd']",['Hyderabad'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Wcb Robotics,"Dec. 5, 2024, 4:11 p.m.",Associate Dessign Engineer- Electronics,6.0,"btech, idd","ece, eee",1280000.0,1280000.0,1280000.0,1280000.0,Hyderabad,INR,Other,['associate dessign engineer- electronics'],"['ece', 'eee']","['btech', 'idd']",['Hyderabad'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
Zenoti,"Dec. 5, 2024, 4:11 p.m.",Software Engineer,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1372246.0,1200000.0,1372246.0,1200000.0,Hyderabad,INR,Software/Quant Developer,['software engineer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Hyderabad'],"['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,10-20 LPA
